Main crop	Main Crop_GROUP	"MainCrop6cat (Legumes, Others, Cereals, Vegetables, Grasslands, Rice)"
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
oilseed rape	cereals	Cereals
rice	rice	Rice
oilseed rape	cereals	Cereals
rice	rice	Rice
oilseed rape	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
oilseed rape	cereals	Cereals
rice	rice	Rice
oilseed rape	cereals	Cereals
rice	rice	Rice
oilseed rape	cereals	Cereals
fallow	bare/fallow	
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass/clover	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass/clover	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass/clover	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass/clover	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass/clover	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass/clover	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass/clover	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass/clover	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass/clover	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
soybean	legumes	Legumes
soybean	legumes	Legumes
maize	cereals	Cereals
soybean	legumes	Legumes
soybean	legumes	Legumes
soybean	legumes	Legumes
maize	cereals	Cereals
maize	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
wheat	cereals	Cereals
Fallow	bare/fallow	
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
fallow	bare/fallow	
fallow	bare/fallow	
fallow	bare/fallow	
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
bare	bare/fallow	
bare	bare/fallow	
bare	bare/fallow	
bare	bare/fallow	
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
barley	cereals	Cereals
barley	cereals	Cereals
fallow	bare/fallow	
barley	cereals	Cereals
fallow	bare/fallow	
fallow	bare/fallow	
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
winter wheat + spring pea	cereal-cereal/legume rotations	Cereals
winter wheat + spring wheat	cereals	Cereals
winter wheat + fallow	cereals	Cereals
winter wheat + fallow	cereals	Cereals
winter wheat + fallow	cereals	Cereals
winter wheat + fallow	cereals	Cereals
winter wheat + spring pea	cereal-cereal/legume rotations	Cereals
winter wheat + spring wheat	cereals	Cereals
winter wheat + fallow	cereals	Cereals
winter wheat + fallow	cereals	Cereals
winter wheat + spring wheat	cereals	Cereals
winter wheat + spring pea	cereal-cereal/legume rotations	Cereals
maize	cereals	Cereals
bare	bare/fallow	
bare	bare/fallow	
maize	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
spring wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat-maize	cereal-cereal/legume rotations	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
bare	bare/fallow	
bare	bare/fallow	
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat-maize	cereal-cereal/legume rotations	Cereals
wheat-maize	cereal-cereal/legume rotations	Cereals
wheat-maize	cereal-cereal/legume rotations	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
barley	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
bare	bare/fallow	
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
bare	bare/fallow	
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
bare	bare/fallow	
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
fallow/grass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Rape/winter barley	cereal-cereal/legume rotations	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
Ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
barley	cereals	Cereals
Ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
barley	cereals	Cereals
barley	cereals	Cereals
Ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
oilseed rape	cereals	Cereals
broccoli	vegetables	Vegetables
potato	"row crops (sugarcane, cotton, etc.)"	Others
potato	"row crops (sugarcane, cotton, etc.)"	Others
wheat	cereals	Cereals
wheat	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
broccoli	vegetables	Vegetables
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
tomato	vegetables	Vegetables
tomato	vegetables	Vegetables
tomato	vegetables	Vegetables
tomato	vegetables	Vegetables
tomato	vegetables	Vegetables
tomato	vegetables	Vegetables
tomato	vegetables	Vegetables
tomato	vegetables	Vegetables
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
maize	cereals	Cereals
maize	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
pasture	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
pasture	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
oilseed rape	cereals	Cereals
winter wheat	cereals	Cereals
winter barley	cereals	Cereals
sugar beet	"row crops (sugarcane, cotton, etc.)"	Others
NA	rotation	Others
oilseed rape	cereals	Cereals
sugar beet	"row crops (sugarcane, cotton, etc.)"	Others
winter wheat	cereals	Cereals
winter barley	cereals	Cereals
sugar beet	"row crops (sugarcane, cotton, etc.)"	Others
winter barley	cereals	Cereals
winter wheat	cereals	Cereals
oilseed rape	cereals	Cereals
sugar beet	"row crops (sugarcane, cotton, etc.)"	Others
winter barley	cereals	Cereals
oilseed rape	cereals	Cereals
sugar beet	"row crops (sugarcane, cotton, etc.)"	Others
NA	rotation	Others
winter wheat	cereals	Cereals
sugar beet	"row crops (sugarcane, cotton, etc.)"	Others
sugar beet	"row crops (sugarcane, cotton, etc.)"	Others
winter barley	cereals	Cereals
oilseed rape	cereals	Cereals
winter barley	cereals	Cereals
oilseed rape	cereals	Cereals
winter barley	cereals	Cereals
winter wheat	cereals	Cereals
oilseed rape	cereals	Cereals
winter wheat	cereals	Cereals
sugar beet	"row crops (sugarcane, cotton, etc.)"	Others
NA	rotation	Others
winter wheat	cereals	Cereals
sugar beet	"row crops (sugarcane, cotton, etc.)"	Others
winter barley	cereals	Cereals
winter barley	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
bare	bare/fallow	
bare	bare/fallow	
Ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
bare	bare/fallow	
bare	bare/fallow	
bare	bare/fallow	
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
wheat 	cereals	Cereals
wheat	cereals	Cereals
wheat 	cereals	Cereals
wheat	cereals	Cereals
wheat 	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
wheat 	cereals	Cereals
barley	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
Jerusalem artichoke	vegetables	Vegetables
Jerusalem artichoke	vegetables	Vegetables
Jerusalem artichoke	vegetables	Vegetables
tea	perennials (trees/forests/plantations)	Others
tea	perennials (trees/forests/plantations)	Others
tea	perennials (trees/forests/plantations)	Others
tea	perennials (trees/forests/plantations)	Others
tea	perennials (trees/forests/plantations)	Others
tea	perennials (trees/forests/plantations)	Others
potato	"row crops (sugarcane, cotton, etc.)"	Others
potato	"row crops (sugarcane, cotton, etc.)"	Others
